Brand,Family,"EDP / EDT / Set, etc.","Size, oz.",Retailer,Rating (5/5),# of reviews,"Review (after 06/19/2017, fragrances and gift sets only + DK deo)",Y/N (Reccom),Date,ExpectedTitle,Link
Donna Karan,Cashmere Mist,Rollerball,0.27,Sephora,4.5,21,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist,http://www.sephora.com/cashmere-mist-rollerball-P387605?skuId=1636232&icid2=products%20grid:p387605
Donna Karan,Cashmere Mist,Set,3-Pc.,Sephora,5,1,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist,http://www.sephora.com/cashmere-mist-everything-cashmere-set-P418126?skuId=1915909&icid2=products%20grid:p418126
Donna Karan,Cashmere Mist,EDT,1.7,Sephora,5,391,"Men Love This One! I've owned 30 different fragrances in my years of perfume collecting, this was one of the very first. Out of all of them, this is the one I get the most compliments on. Especially men! My man, strangers, friends. It's the most feminine, soft, powdery, warm fragrance. A timeless classic! Every woman should own a bottle of Cashmere Mist <3",N/A,7/9/2017,Cashmere Mist,http://www.sephora.com/cashmere-mist-P41378?skuId=83402&icid2=products%20grid:p41378
Donna Karan,Cashmere Mist,EDP Spray,3.4,Macy's,5,55,Wonderful scent. I love this scent - so light and fresh. I've worn it for years and never tire of it.,Y,6/23/2017,Cashmere Mist,https://www.macys.com/shop/product/donna-karan-cashmere-mist-eau-de-toilette-spray-3.4-oz?ID=92775
Donna Karan,Cashmere Mist,EDT Spray,3.4,Ulta,5,229,Only one I buy. I have used this since it came out the best,Y,6/29/2017,Cashmere Mist,http://www.ulta.com/cashmere-mist-eau-de-toilette-spray?productId=fs801659
Donna Karan,Cashmere Mist,EDT Spray,3.4,Ulta,5,228,Smells amazing. Love the fragrance,Y,6/29/2017,Cashmere Mist,http://www.ulta.com/cashmere-mist-eau-de-toilette-spray?productId=fs801659
Donna Karan,Cashmere Mist,EDP Spray,1.7,Macy's,5,32,prior to 06/19/2017,-,7/9/2017,Cashmere Mist,https://www.macys.com/shop/product/donna-karan-cashmere-mist-eau-de-parfum-1.7-oz?ID=174838
Donna Karan,Cashmere Mist,EDT Spray,3.4,Macy's,5,55,prior to 06/19/2017,-,7/9/2017,Cashmere Mist,https://www.macys.com/shop/product/donna-karan-cashmere-mist-eau-de-toilette-spray-3.4-oz?ID=92775
Donna Karan,Cashmere Mist,EDT Spray,1.7,Macy's,5,46,prior to 06/19/2017,-,7/9/2017,Cashmere Mist,https://www.macys.com/shop/product/donna-karan-cashmere-mist-eau-de-toilette-spray-1.7-oz?ID=92774
Donna Karan,Cashmere Mist,Rollerball,0.34,Macy's,5,43,Oh..DK!! Just love this fragrance from DK!! Smells so elegant. It's one of my favorite perfumes. I always receive compliments when I wear it. Love that it's small enough to put into my purse and carry around.,N/A,7/7/2017,Cashmere Mist,https://www.macys.com/shop/product/donna-karan-cashmere-mist-rollerball?ID=1498894
Donna Karan,Cashmere Mist,Rollerball,0.34,Ulta,5,79,"Yes! I love it. I love the rollerball application. Sprays are sometimes difficult to control, this goes exactly where and in the amount you want.",Y,6/29/2017,Cashmere Mist,http://www.ulta.com/cashmere-mist-rollerball?productId=xlsImpprod10651072
Donna Karan,Cashmere Mist,Rollerball,,Ulta,5,78,"My all time favorite. I use it daily as it is my favorite fragrance of all time... it's long lasting, aromatic and refreshing. To some it's expensive but I've been using for over ten years so I would definitely invest in it.",Y,6/22/2017,Cashmere Mist,http://www.ulta.com/cashmere-mist-rollerball?productId=xlsImpprod10651072
Donna Karan,Cashmere Mist,Rollerball,0.3,Bloomingdales,-,0,-,N/A,7/9/2017,Cashmere Mist,https://www.bloomingdales.com/shop/product/donna-karan-cashmere-mist-eau-de-parfum-rollerball?ID=1063577
Donna Karan,Cashmere Mist,Travel Necessities,2-Pc.,Ulta,-,0,-,N/A,7/9/2017,Cashmere Mist,http://www.ulta.com/cashmere-mist-travel-necessities?productId=xlsImpprod16391021
Donna Karan,Cashmere Veil,EDP Spray,3.4,Macy's,-,0,-,N/A,7/9/2017,Cashmere Veil,https://www.macys.com/shop/product/donna-karan-cashmere-veil-eau-de-parfum-spray-3.4-oz.?ID=4748360
Donna Karan,Cashmere Veil,EDP Spray,3.4,Nordstrom,-,0,-,N/A,7/9/2017,Cashmere Veil,http://shop.nordstrom.com/s/donna-karan-cashmere-veil-eau-de-parfum/4647818?origin=keywordsearch-personalizedsort
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,19,Smells Heavenly. Bought this for a gift but had a hard time parting with it. Waiting for another sale so I can gift that one. ,N/A,7/10/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,4,18,Good price. I got this perfume on a very good deal so bought 5 if these 1 for me and 4 as gifts. The fragrance is OK. It does stay long. I cannot complain for the deal I got.. overall happy with it!,Y,7/7/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,17,great purchase. my girlfriend loves the smell of karan aqua marine scent so much she is going into Macys to try other Donna Karan perfume scents.she also love the bag that came with the purchase.,Y,7/7/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,16,Great Price. I love the fresh scent of this perfume and the price is worth it.,Y,7/2/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,15,Donna Karan parfume spray. I love the fresh smell. A good purchase but. I love all of Donna Karan purgume,Y,6/30/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,14,Lovely fragrance. I love this lovely soft summer fragrance. Would definitely be adding to my list of favorites.,Y,6/30/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,13,"Love it!! Charming fragrance!!! The combination of blooming florals and rich woods makes it a sensational fragrance. Great for an intimate evening, out with the girls, or to the clubs!!! Great buy!!!",Y,6/30/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,12,"Fantastic fragrance. I absolutely love how this fragrance smells on my skin, and it lasts for hours. Macy's has the best deals on fragrance from time to time.",Y,6/30/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,11,Love it!! I love this fragrance. It is light and fresh. This is my first time using Aqua. I am very pleased with it.,Y,6/29/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Liquid Cashmere Aqua,EDP Spray,3.4,Macy's,5,10,"Yummy and light Fragrance. I'm a Donna Karan fan all the way. When I smelled this fragrance, I had to have it in my collection of Donna Karan perfumes. Try it, I'm sure you'll like it!",Y,6/23/2017,Liquid Cashmere Aqua,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-aqua-eau-de-parfum-spray-3.4-oz?ID=4358398
Donna Karan,Cashmere Mist,Duo Set,2-Pc.,Ulta,4.5,2,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist,http://www.ulta.com/cashmere-mist-duo-set?productId=xlsImpprod16041745
Donna Karan,Liquid Cashmere Black,EDP,3.4,Ulta,5,13,"I'll buy more when I run low. It has a nice, soft smell that is great for any use. Good for work, because it isn't too overbearing on your nose. Its also great for a classy casual night out. If you like Victorias Secret Intense, youll like this and vice versa. Although Intense has a more berry scent, and better for daytime.",Y,6/21/2017,Liquid Cashmere Black,http://www.ulta.com/liquid-cashmere-black-eau-de-parfum?productId=xlsImpprod12971011
Donna Karan,Liquid Cashmere Black,EDP,3.4,Ulta,5,12,Love this perfume! My husband picked me out this perfume for a gift and I have to say he did an amazing job. I receive compliments throughout the day and when I get a hug by my daughter at the end of the day and she tells me how good I smell I know this perfume will have a permanent spot in my collection.,Y,6/18/2017,Liquid Cashmere Black,http://www.ulta.com/liquid-cashmere-black-eau-de-parfum?productId=xlsImpprod12971011
Donna Karan,Liquid Cashmere Blush,EDP,1.7,Ulta,-,0,-,N/A,7/9/2017,Liquid Cashmere Blush,http://www.ulta.com/liquid-cashmere-blush-eau-de-parfum?productId=xlsImpprod14391015
Donna Karan,Liquid Cashmere White,EDP,3.4,Ulta,5,13,Wow! Would have bought it at full price but got 50% off!! Bought the last 2 on the shelf!!,,6/29/2017,Liquid Cashmere White,http://www.ulta.com/liquid-cashmere-white-eau-de-parfum?productId=xlsImpprod12971013
Donna Karan,Cashmere Mist,Deodorant,N/A,Bloomingdales,5,6,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist,https://www.bloomingdales.com/shop/product/donna-karan-cashmere-mist-deodorant-anti-perspirant?ID=90528
Donna Karan,Cashmere Mist,EDT Spray,3.4,Bloomingdales,4,1,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist,https://www.bloomingdales.com/shop/product/donna-karan-cashmere-mist-eau-de-toilette-spray-3.4-oz.?ID=472904
Donna Karan,Cashmere Mist,EDT Spray,1.7,Bloomingdales,-,0,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist,https://www.bloomingdales.com/shop/product/donna-karan-cashmere-mist-eau-de-toilette-spray-1.7-oz.?ID=8173
Donna Karan,Cashmere Mist,EDT,1,Sephora,5,391,"Men Love This One! I've owned 30 different fragrances in my years of perfume collecting, this was one of the very first. Out of all of them, this is the one I get the most compliments on. Especially men! My man, strangers, friends. It's the most feminine, soft, powdery, warm fragrance. A timeless classic! Every woman should own a bottle of Cashmere Mist <3",N/A,7/9/2017,Cashmere Mist,http://www.sephora.com/cashmere-mist-P41378?skuId=83402&icid2=products%20grid:p41378
Donna Karan,Cashmere Mist,EDT,3.4,Sephora,5,391,"Men Love This One! I've owned 30 different fragrances in my years of perfume collecting, this was one of the very first. Out of all of them, this is the one I get the most compliments on. Especially men! My man, strangers, friends. It's the most feminine, soft, powdery, warm fragrance. A timeless classic! Every woman should own a bottle of Cashmere Mist <3",N/A,7/9/2017,Cashmere Mist,http://www.sephora.com/cashmere-mist-P41378?skuId=83402&icid2=products%20grid:p41378
Donna Karan,Cashmere Aura,EDP,1.7,Sephora,4.5,5,prior to 06/19/2017,N/A,7/9/2017,Cashmere Aura,http://www.sephora.com/cashmere-aura-P410238?skuId=1854694&icid2=products%20grid%3Ap410238
Donna Karan,Cashmere Aura,EDP,3.4,Sephora,4.5,5,prior to 06/19/2017,N/A,7/9/2017,Cashmere Aura,http://www.sephora.com/cashmere-aura-P410238?skuId=1854694&icid2=products%20grid%3Ap410238
Donna Karan,Cashmere Aura,Rollerball,0.34,Sephora,4.5,2,prior to 06/19/2017,N/A,7/9/2017,Cashmere Aura,http://www.sephora.com/cashmere-aura-P411324?skuId=1854686&icid2=products%20grid:p411324
Donna Karan,Donna Karan Liquid Cashmere,EDP Spray,1,Sephora,4.5,11,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere,http://www.sephora.com/liquid-cashmere-P388645?skuId=1650753&icid2=products%20grid%3Ap388645
Donna Karan,Donna Karan Liquid Cashmere,EDP Spray,1.7,Sephora,4.5,11,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere,http://www.sephora.com/liquid-cashmere-P388645?skuId=1650753&icid2=products%20grid%3Ap388645
Donna Karan,Donna Karan Liquid Cashmere,EDP Spray,3.4,Sephora,4.5,11,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere,http://www.sephora.com/liquid-cashmere-P388645?skuId=1650753&icid2=products%20grid%3Ap388645
Donna Karan,Donna Karan Liquid Cashmere Black,EDP Spray,1,Sephora,5,12,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere Black,http://www.sephora.com/liquid-cashmere-black-P401507?skuId=1759331&icid2=products%20grid%3Ap401507
Donna Karan,Donna Karan Liquid Cashmere Black,EDP Spray,1.7,Sephora,5,12,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere Black,http://www.sephora.com/liquid-cashmere-black-P401507?skuId=1759331&icid2=products%20grid%3Ap401507
Donna Karan,Donna Karan Liquid Cashmere Black,EDP Spray,3.4,Sephora,5,12,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere Black,http://www.sephora.com/liquid-cashmere-black-P401507?skuId=1759331&icid2=products%20grid%3Ap401507
Donna Karan,Donna Karan Liquid Cashmere Black,Rollerball,0.34,Sephora,5,1,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere Black,http://www.sephora.com/liquid-cashmere-black-rollerball-P401509?skuId=1756931&icid2=products%20grid:p401509
Donna Karan,Donna Karan Liquid Cashmere White,EDP Spray,1,Sephora,4,2,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere White,http://www.sephora.com/liquid-cashmere-white-P401513?skuId=1759356&icid2=products%20grid%3Ap401513
Donna Karan,Donna Karan Liquid Cashmere White,EDP Spray,1.7,Sephora,4,2,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere White,http://www.sephora.com/liquid-cashmere-white-P401513?skuId=1759356&icid2=products%20grid%3Ap401513
Donna Karan,Donna Karan Liquid Cashmere White,EDP Spray,3.4,Sephora,4,2,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere White,http://www.sephora.com/liquid-cashmere-white-P401513?skuId=1759356&icid2=products%20grid%3Ap401513
Donna Karan,Donna Karan Liquid Cashmere White,EDP Spray,0.34,Sephora,3,3,prior to 06/19/2017,N/A,7/9/2017,Donna Karan Liquid Cashmere White,http://www.sephora.com/liquid-cashmere-white-rollerball-P401515?skuId=1756923&icid2=products%20grid:p401515
Donna Karan,Cashmere Veil,EDP Spray,1.7,Nordstrom,-,0,-,N/A,7/9/2017,Cashmere Veil,http://shop.nordstrom.com/s/donna-karan-cashmere-veil-eau-de-parfum/4647818?origin=keywordsearch-personalizedsort
Donna Karan,Cashmere Mist ,EDP Spray,1,Nordstrom,5,47,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist ,http://shop.nordstrom.com/s/donna-karan-cashmere-mist-eau-de-parfum-spray/2851108?origin=category-personalizedsort
Donna Karan,Cashmere Mist ,EDP Spray,1.7,Nordstrom,5,47,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist ,http://shop.nordstrom.com/s/donna-karan-cashmere-mist-eau-de-parfum-spray/2851108?origin=category-personalizedsort
Donna Karan,Cashmere Mist ,EDP Spray,3.4,Nordstrom,5,47,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist ,http://shop.nordstrom.com/s/donna-karan-cashmere-mist-eau-de-parfum-spray/2851108?origin=category-personalizedsort
Donna Karan,Cashmere Mist ,EDP Rollerball,0.34,Nordstrom,5,11,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist ,http://shop.nordstrom.com/s/donna-karan-cashmere-mist-eau-de-parfum-rollerball/3746435?origin=category-personalizedsort
Donna Karan,Cashmere Mist ,EDT Spray,1,Nordstrom,5,19,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist ,http://shop.nordstrom.com/s/donna-karan-cashmere-mist-eau-de-toilette-spray/2792877?origin=category-personalizedsort
Donna Karan,Cashmere Mist ,EDT Spray,3.4,Nordstrom,5,19,prior to 06/19/2017,N/A,7/9/2017,Cashmere Mist ,http://shop.nordstrom.com/s/donna-karan-cashmere-mist-eau-de-toilette-spray/2792877?origin=category-personalizedsort
Donna Karan,Cashmere Aura,EDP,1.7,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Cashmere Aura,http://shop.nordstrom.com/s/donna-karan-cashmere-aura-eau-de-parfum/4415018?origin=category-personalizedsort
Donna Karan,Cashmere Aura,EDP,3.4,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Cashmere Aura,http://shop.nordstrom.com/s/donna-karan-cashmere-aura-eau-de-parfum/4415018?origin=category-personalizedsort
Donna Karan,Cashmere Aura,Rollerball,3.4,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Cashmere Aura,http://shop.nordstrom.com/s/donna-karan-cashmere-aura-eau-de-parfum/4415018?origin=category-personalizedsort
Donna Karan,Liquid Cashmere White,EDP,3.4,Nordstrom,3,1,prior to 06/19/2017,N/A,7/9/2017,Liquid Cashmere White,http://shop.nordstrom.com/s/donna-karan-liquid-cashmere-white-eau-de-parfum/4126989?origin=category-personalizedsort
Donna Karan,Liquid Cashmere White,EDP,1.7,Nordstrom,3,1,prior to 06/19/2017,N/A,7/9/2017,Liquid Cashmere White,http://shop.nordstrom.com/s/donna-karan-liquid-cashmere-white-eau-de-parfum/4126989?origin=category-personalizedsort
Donna Karan,Liquid Cashmere Black,EDP,3.4,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Liquid Cashmere Black,http://shop.nordstrom.com/s/donna-karan-liquid-cashmere-black-eau-de-parfum/4128076?origin=category-personalizedsort
Donna Karan,Liquid Cashmere Collection,Rollerball Gift Set,3-Pc.,Macy's,5,5,prior to 06/19/2017,-,7/9/2017,Liquid Cashmere Collection,https://www.macys.com/shop/product/donna-karan-3-pc.-liquid-cashmere-collection-rollerball-gift-set?ID=2903323
Donna Karan,Liquid Cashmere Blush Limited Edition,EDP,1.7,Macy's,5,1,prior to 06/19/2017,-,7/9/2017,Liquid Cashmere Blush Limited Edition,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-blush-limited-edition-eau-de-parfum-1.7-oz?ID=2903328
Donna Karan,Liquid Cashmere Blush,EDP,1,Macy's,4,6,prior to 06/19/2017,-,7/9/2017,Liquid Cashmere Blush,https://www.macys.com/shop/product/donna-karan-liquid-cashmere-blush-eau-de-parfum-1-oz?ID=2468566
Ermenegildo Zegna,Essenze Peruvian Ambrette,EDT,n/a,Bloomingdales,-,0,-,N/A,7/9/2017,Essenze Peruvian Ambrette,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-essenze-peruvian-ambrette-eau-de-toilette?ID=1124503
Ermenegildo Zegna,Italian Bergamot,n/a,n/a,Bloomingdales,-,0,-,N/A,7/9/2017,Italian Bergamot,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-essenze-italian-bergamot-eau-de-toilette?ID=948962
Ermenegildo Zegna,Javanese Patchouli,n/a,n/a,Bloomingdales,-,,-,N/A,7/9/2017,Javanese Patchouli,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-essenze-javanese-patchouli-eau-de-toilette?ID=948964
Ermenegildo Zegna,Mediterranean Neroli,n/a,n/a,Bloomingdales,-,0,-,N/A,7/9/2017,Mediterranean Neroli,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-mediterranean-neroli-eau-de-toilette?ID=1580033
Ermenegildo Zegna,Uomo,EDP Spray,1,Macy's,5,2,"Smells good!!! Nice summer and date fragrance, lots of compliments and projection is better than expected.",Y,7/7/2017,Uomo,https://www.macys.com/shop/product/zegna-uomo-eau-de-parfum-spray-1-oz?ID=4512798
Ermenegildo Zegna,Uomo,EDP Spray,1,Macy's,5,1,Love this I bought this because it was a one day sale and thought of my bf didn't like it he could take it back. Turns out we both love it! Great smell. Stays on all day. Glad I ran across it. Would pay full price and recommend to anyone!,Y,6/23/2017,Uomo,https://www.macys.com/shop/product/zegna-uomo-eau-de-parfum-spray-1-oz?ID=4512798
Ermenegildo Zegna,Acqua di Bergamotto,EDT,3.4,Bloomingdales,5,1,prior to 06/19/2017,N/A,7/9/2017,Acqua di Bergamotto,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-acqua-di-bergamotto-eau-de-toilette-3.4-oz.?ID=1489239
Ermenegildo Zegna,Sicilian Mandarin,n/a,n/a,Bloomingdales,5,1,prior to 06/19/2017,N/A,7/9/2017,Sicilian Mandarin,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-essenze-sicilian-mandarin-eau-de-toilette?ID=948961
Ermenegildo Zegna,Essenze Indonesian Oud,EDT,4.2,Bloomingdales,5,1,prior to 06/19/2017,N/A,7/9/2017,Essenze Indonesian Oud,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-essenze-indonesian-oud-eau-de-toilette?ID=948965
Ermenegildo Zegna,Essenze Florentine Iris,EDT,4.2,Bloomingdales,5,1,prior to 06/19/2017,N/A,7/9/2017,Essenze Florentine Iris,https://www.bloomingdales.com/shop/product/ermenegildo-zegna-essenze-florentine-iris-eau-de-toilette?ID=948963
Michael Kors,Sexy Amber,Gift Set,4-Pc.,Macy's,-,0,-,N/A,7/9/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-4-pc.-sexy-amber-gift-set?ID=4750526
Michael Kors,Signature,Spring Gift Set,4-Pc.,Macy's,-,0,-,N/A,7/9/2017,Signature,https://www.macys.com/shop/product/michael-kors-4-pc.-signature-spring-gift-set?ID=4750566
Michael Kors,Signature,EDP Spray,3.4,Macy's,5,59,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/michael-kors-eau-de-parfum-spray-3.4-oz?ID=60550
Michael Kors,Wonderlust,Set,4-Pc.,Macy's,5,1,"AWESOME PURCHASE!!!!!! I wore this to work and can you say ""mesmerized"". There were so many wonderful compliments, this just may be my new signature fragrance.",Y,7/7/2017,Wonderlust,https://www.macys.com/shop/product/michael-kors-4-pc.-wonderlust-set?ID=4750496
Michael Kors,Sexy Amber,Gift Set,3-Pc.,Macy's,4,27,Deal I got this on in a deal price too but must say it turned out to be one of the best buys I have ever got online! I love the fragrance!,Y,7/7/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-collection-sexy-amber-3-pc.-gift-set?ID=2894331
Michael Kors,Sexy Amber,Gift Set,3-Pc.,Macy's,5,26,Love this Perfume. This smells so good and it last. Just brought this set yesterday and love it!,Y,6/29/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-collection-sexy-amber-3-pc.-gift-set?ID=2894331
Michael Kors,Sexy Amber,Gift Set,3-Pc.,Macy's,5,25,Amazing. Not to strong of a smell it's just right to get the heads turning,Y,6/23/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-collection-sexy-amber-3-pc.-gift-set?ID=2894331
Michael Kors,Sexy Amber,Rollerball & Lip Luster Duo,,Macy's,5,24,Smells Good It very convenient for travel.. I love it.. it smells very nice... a light scent.,Y,7/8/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-collection-sexy-amber-rollerball-lip-luster-duo?ID=1498889
Michael Kors,Sexy Amber,Rollerball & Lip Luster Duo,,Macy's,5,23,"great gift option bought it to give as a birthday gift, my friend was very happy !
;-)",Y,6/19/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-collection-sexy-amber-rollerball-lip-luster-duo?ID=1498889
Michael Kors,Sexy Amber,EDP,6.3,Macy's,5,19,prior to 06/19/2017,-,7/9/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-sexy-amber-eau-de-parfum-6.3-oz?ID=2329207
Michael Kors,Sexy Amber,EDP,3.4,Macy's,5,122,prior to 06/19/2017,-,7/9/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-sexy-amber-eau-de-parfum-spray-3.4-oz?ID=886389
Michael Kors,Sexy Amber,EDP,1.7,Macy's,5,35,prior to 06/19/2017,-,7/9/2017,Sexy Amber,https://www.macys.com/shop/product/michael-kors-sexy-amber-eau-de-parfum-spray-1.7-oz?ID=886390
Michael Kors,Signature,EDP + Lip Gloss Duo Rollerball,,Macy's,5,35,A must have! Love this lip and perfume combo. Great for travel and a small clutch. Always getting compliments on it!,Y,7/8/2017,Signature,https://www.macys.com/shop/product/michael-kors-eau-de-parfum-lip-gloss-duo-rollerball?ID=978399
Michael Kors,Signature,EDP + Lip Gloss Duo Rollerball,0.34,Bloomingdales,-,0,-,N/A,7/9/2017,Signature,https://www.bloomingdales.com/shop/product/michael-kors-eau-de-parfum-rollerball-lip-gloss-duo?ID=1582891
Michael Kors,For Men Extreme Blue,EDT Spray,4,Macy's,3,14,Nothing to write home about. I'm somewhat disappointed in this fragrance. It is nowhere near as good as the Michael Kors original fragrance for men. A much better choice would be Chrome by Azzaro. Won't be buying this again.,N/A,7/7/2017,For Men Extreme Blue,https://www.macys.com/shop/product/michael-kors-for-men-extreme-blue-eau-de-toilette-spray-4-oz?ID=2230493
Michael Kors,For Men Extreme Blue,EDT Spray,4,Macy's,5,13,The best purchase Ever Thank You. Is a very good product ever Purchase in my Life And will be do again I hope I find the same Product next time.,N/A,6/23/2017,For Men Extreme Blue,https://www.macys.com/shop/product/michael-kors-for-men-extreme-blue-eau-de-toilette-spray-4-oz?ID=2230493
Michael Kors,Extreme Blue,Gift Set,,Macy's,5,5,nan jack. I bought last week this locion for the men. I loved ,N/A,7/3/2017,Extreme Blue,https://www.macys.com/shop/product/michael-kors-extreme-blue-gift-set?ID=2781497
Michael Kors,Glam Jasmine,EDP Spray,3.4,Macy's,4,79,Best product. MK Jasmine is one of the best fragrances in my experience. I would have liked it in Gift pack as it used to be in the past with body lotion and roll-on,Y,7/4/2017,Glam Jasmine,https://www.macys.com/shop/product/michael-kors-glam-jasmine-eau-de-parfum-spray-3.4-oz?ID=886393
Michael Kors,Glam Jasmine,EDP Spray,3.4,Macy's,5,78,"Love it. Very elegant smell, sweet but not too sweet, very refreshing scent.",Y,6/19/2017,Glam Jasmine,https://www.macys.com/shop/product/michael-kors-glam-jasmine-eau-de-parfum-spray-3.4-oz?ID=886393
Michael Kors,Signature,EDP Spray,3.4,Bloomingdales,5,3,prior to 06/19/2017,N/A,7/9/2017,Signature,https://www.bloomingdales.com/shop/product/michael-kors-eau-de-parfum-spray-3.4-oz.?ID=90543
Michael Kors,Signature,EDP Spray,1.7,Bloomingdales,5,3,prior to 06/19/2017,N/A,7/9/2017,Signature,https://www.bloomingdales.com/shop/product/michael-kors-eau-de-parfum-spray-1.7-oz.?ID=452938
Michael Kors,Glam Jasmine,EDP Spray,3.4,Bloomingdales,-,0,-,N/A,7/9/2017,Glam Jasmine,https://www.bloomingdales.com/shop/product/michael-kors-glam-jasmine-eau-de-parfum-3.4-oz.?ID=1077011
Michael Kors,Glam Jasmine,EDP Spray,1.7,Macy's,5,17,prior to 06/19/2017,-,7/9/2017,Glam Jasmine,https://www.macys.com/shop/product/michael-kors-glam-jasmine-eau-de-parfum-spray-1.7-oz?ID=886394
Michael Kors,Midnight Shimmer,EDP,1,Macy's,-,0,-,N/A,7/9/2017,Midnight Shimmer,https://www.macys.com/shop/product/michael-kors-midnight-shimmer-eau-de-parfum-1-oz.?ID=4585658
Michael Kors,Sexy Amber,EDP,3.4,Bloomingdales,-,0,-,N/A,7/9/2017,Sexy Amber,https://www.bloomingdales.com/shop/product/michael-kors-sexy-amber-eau-de-parfum-3.4-oz.?ID=1077005
